,time,city_name,temp,pressure,humidity,clouds,wind_speed,weather description
1530,2021-01-12 18:00:00,CAN GIO,294.15,1011,64,20,1.54,few clouds
1531,2021-01-12 19:00:00,CAN GIO,293.15,1011,68,20,2.06,few clouds
1532,2021-01-12 20:00:00,CAN GIO,292.15,1011,77,20,1.54,few clouds
1533,2021-01-12 21:00:00,CAN GIO,292.15,1011,77,20,2.06,few clouds
1534,2021-01-12 22:00:00,CAN GIO,292.15,1011,77,20,1.54,few clouds
1535,2021-01-12 23:00:00,CAN GIO,292.15,1012,77,40,1.54,scattered clouds
1536,2021-01-13 00:00:00,CAN GIO,293.15,1013,68,75,2.06,broken clouds
1537,2021-01-13 01:00:00,CAN GIO,294.15,1014,68,75,0.51,broken clouds
1538,2021-01-13 02:00:00,CAN GIO,296.15,1014,60,75,0.51,broken clouds
1539,2021-01-13 03:00:00,CAN GIO,297.15,1014,57,75,1.03,broken clouds
1540,2021-01-13 04:00:00,CAN GIO,298.15,1013,50,20,1.54,few clouds
1541,2021-01-13 05:00:00,CAN GIO,300.15,1012,47,20,1.54,few clouds
1542,2021-01-13 06:00:00,CAN GIO,301.15,1011,44,20,1.54,few clouds
1543,2021-01-13 07:00:00,CAN GIO,301.15,1011,47,40,3.6,scattered clouds
1544,2021-01-13 08:00:00,CAN GIO,301.15,1010,47,40,3.6,scattered clouds
1545,2021-01-13 09:00:00,CAN GIO,301.15,1010,47,40,3.6,scattered clouds
1546,2021-01-13 10:00:00,CAN GIO,300.15,1010,50,20,4.12,few clouds
1547,2021-01-13 11:00:00,CAN GIO,299.15,1011,53,20,3.6,few clouds
1548,2021-01-13 12:00:00,CAN GIO,298.15,1011,61,20,2.06,few clouds
1549,2021-01-13 13:00:00,CAN GIO,296.15,1012,73,20,2.57,few clouds
1550,2021-01-13 14:00:00,CAN GIO,297.15,1012,69,20,1.03,few clouds
1551,2021-01-13 15:00:00,CAN GIO,296.15,1012,73,20,2.06,few clouds
1552,2021-01-13 16:00:00,CAN GIO,296.15,1011,73,20,0.51,few clouds
1553,2021-01-13 17:00:00,CAN GIO,295.15,1011,78,20,1.54,few clouds
1554,2021-01-13 18:00:00,CAN GIO,294.15,1011,83,20,0.51,few clouds
1555,2021-01-13 19:00:00,CAN GIO,294.15,1010,83,20,1.54,few clouds
1556,2021-01-13 20:00:00,CAN GIO,293.15,1010,88,20,1.03,few clouds
1557,2021-01-13 21:00:00,CAN GIO,293.15,1010,88,40,0.51,scattered clouds
1558,2021-01-13 22:00:00,CAN GIO,292.15,1010,94,40,0.51,scattered clouds
1559,2021-01-13 23:00:00,CAN GIO,291.15,1011,94,40,1.03,scattered clouds
